Rechecked.By,Incident.Date,State,City.Or.County,Address,Outcome,Participant.Name,Participant.Gender,Response.Type,Detail,News.Source
Jessy,2018-12-01T00:00:00Z,Indiana,Indianapolis,6901 W 38th St,Injured,Sergeant David Clemmons,male,Police Self-transfer,"""Responding officers located the deputy and he was transported to a local hospital in “good condition.”""",https://fox59.com/news/indycrime/marion-county-sheriffs-deputy-released-from-hospital-after-being-shot-at-indy-ihop/
Jessy,2023-04-20T00:00:00Z,Indiana,Indianapolis,3000 block of N Post Rd,Injured,Officer,N/A,Police Self-transfer,"""They were placed in the back of police cars and taken to Eskenazi Hospital.""",https://www.tristatehomepage.com/news/indiana-news/suspect-dead-2-officers-injured-after-chase-leads-to-shooting-on-east-side/)
Jessy,2023-04-20T00:00:00Z,Indiana,Indianapolis,3000 block of N Post Rd,Injured,Officer,N/A,Police Self-transfer,"""They were placed in the back of police cars and taken to Eskenazi Hospital.""",https://www.tristatehomepage.com/news/indiana-news/suspect-dead-2-officers-injured-after-chase-leads-to-shooting-on-east-side/)
Jessy,2022-12-16T00:00:00Z,Missouri,Kansas City,Bern St and Cookingham Dr,Injured,Officer,female,Ambulance,"Video about 1:12. EMS came to the scene, treated the officer, then transported him.",https://www.kwch.com/2022/12/16/charges-filed-shooting-that-hurt-2-kci-officers/
Jessy,2020-05-03T00:00:00Z,Missouri,Kansas City,W 123rd St and Mackey St,Killed,Officer Michael Mosher,male,Ambulance,"""'The, the ambulance — we need them. We need them down here,' an officer said. Mosher, who was wearing his uniform, was in dire need of help. He was rushed to the hospital, but did not survive."" Suggests that the responding officer did not take the injured officer to the hospital but rather he waited for the ambulance.",https://fox4kc.com/news/police-radio-shares-details-of-overland-park-shooting-that-killed-officer-suspect/
Jessy,2019-04-17T00:00:00Z,Missouri,Kansas City,6885 NE Pleasant Valley Rd,Injured,Cadet,female,Unknown,It is unknown how this officer is transported or even whether she was transported to hospital.,https://fox4kc.com/news/cadet-suffers-minor-injuries-after-accidental-shooting-at-kc-police-academy/
Prachi,2018-07-15T00:00:00Z,Missouri,Kansas City,8300 E US Hwy 40,Injured,Officer,N/A,Ambulance,Two officers can be seen carried away by ambulance from the first scene. The third officer transported to hospital from the second scene remains unclear.,https://www.kansascity.com/news/local/crime/article214921815.html
Prachi,2018-07-15T00:00:00Z,Missouri,Kansas City,8300 E US Hwy 40,Injured,Officer,N/A,Ambulance,Two officers can be seen carried away by ambulance from the first scene. The third officer transported to hospital from the second scene remains unclear.,https://www.kansascity.com/news/local/crime/article214921815.html
Prachi,2018-07-15T00:00:00Z,Missouri,Kansas City,8300 E US Hwy 40,Injured,Officer,N/A,Unknown,Two officers can be seen carried away by ambulance from the first scene. The third officer transported to hospital from the second scene remains unclear.,https://www.kshb.com/news/local-news/two-kc-police-officedrs-shot-near-40-highway-and-manchester; https://abcnews.go.com/US/police-officers-shot-kansas-city-confrontation-man-wielding/story?id=56604422
Jessy,2023-02-28T00:00:00Z,Missouri,Kansas City,2300 block of Blue Ridge Blvd,Injured,N/A,N/A,Police Self-transfer,0:14 They self-transported to a local hospital,https://abcnews.go.com/US/3-police-officers-shot-kansas-city-executing-warrant/story?id=97540796
Jessy,2023-02-28T00:00:00Z,Missouri,Kansas City,2300 block of Blue Ridge Blvd,Injured,N/A,male,Police Self-transfer,0:14 They self-transported to a local hospital,https://abcnews.go.com/US/3-police-officers-shot-kansas-city-executing-warrant/story?id=97540797
Jessy,2023-02-28T00:00:00Z,Missouri,Kansas City,2300 block of Blue Ridge Blvd,Injured,N/A,male,Police Self-transfer,0:14 They self-transported to a local hospital,https://abcnews.go.com/US/3-police-officers-shot-kansas-city-executing-warrant/story?id=97540798
Jessy,2023-02-12T00:00:00Z,Missouri,Kansas City,1125 Locust St,Injured,N/A,N/A,Unknown,This officer was shot outside the department and transported to hospital later. But no press conference or report was released and there is only very little news coverage so it remains unclear how they were transported.,https://www.kshb.com/news/crime/kcpd-officer-struck-by-gunfire-outside-department-headquarters
Jessy,2021-03-25T00:00:00Z,Missouri,Kansas City,6245 Prospect Ave,Injured,Officer,male,Police Self-transfer,The hospital is one block away. A police vehicle parked in front of the ED entry is wrapped around with police vehicle and would be examined as a piece of evidence.,https://fox4kc.com/news/authorities-investigating-shooting-involving-officer-near-63rd-and-prospect/
Jessy,2020-07-02T00:00:00Z,Missouri,Kansas City,3051 Van Brunt Blvd,Injured,Officer,male,Police Self-transfer,"""Other officers immediately transported the wounded officer...""",https://patch.com/missouri/kansas-city-mo/two-officers-shot-one-critically-wounded-separate-incidents-kansas-city-july
Prachi,2020-07-02T00:00:00Z,Missouri,Kansas City,Independence Ave and Hardesty Ave,Injured,Officer,male,Unknown,Unclear how the injured officer was carried to hospital.,https://fox4kc.com/news/missouri-highway-patrol-responding-to-kansas-city-officer-involved-shooting/
Jessy,2019-03-05T00:00:00Z,Missouri,Kansas City,2645 Brooklyn Ave,Injured,Sgt,male,Unknown,,
Jessy,2024-04-08T00:00:00Z,Missouri,Kansas City,E 46th St and S Benton Ave,Injured,N/A,N/A,Unknown,,
,2019-07-20T00:00:00Z,Nevada,Las Vegas,3900 block of S Las Vegas Blvd,Injured,Officer,male,Ambulance,,https://lasvegassun.com/news/2019/jul/21/metro-officer-accidentally-shoots-self-on-strip/
,2023-12-31T00:00:00Z,Nevada,Las Vegas,3000 block of Solento Ln,Killed,Officer Jake Freeman,male,Others,Suicide,https://www.8newsnow.com/investigators/las-vegas-police-officer-dies-by-suicide-hours-after-arrest/
,2021-10-04T00:00:00Z,Nevada,Las Vegas,4100 block of Silver Dollar Ave,Injured,N/A,N/A,Others,Treated on scene for minor shrapnel injury,https://www.reviewjournal.com/crime/shootings/man-shot-by-las-vegas-police-identified-2453634/
,2022-09-10T00:00:00Z,Nevada,Las Vegas,Flamingo Rd and University Center Dr,Injured,Officer Tierney Tomburo,female,Police Self-transfer,,https://www.ktnv.com/news/crime/lvmpd-named-suspect-who-fired-a-firearm-and-injured-las-vegas-police-officer-near-university-district
,2022-01-10T00:00:00Z,Nevada,Las Vegas,3050 S Nellis Blvd,Injured,Officer Brice Clements,male,Police Self-transfer,,https://www.8newsnow.com/news/local-news/police-shooting-under-investigation-near-nellis-and-vegas-valley/
,2022-01-10T00:00:00Z,Nevada,Las Vegas,3050 S Nellis Blvd,Injured,Officer Kerry Kubla,male,Police Self-transfer,,https://www.8newsnow.com/news/local-news/police-shooting-under-investigation-near-nellis-and-vegas-valley/
,2020-06-01T00:00:00Z,Nevada,Las Vegas,2880 S Las Vegas Blvd,Injured,Officer Shay K Mikalonis,male,Police Self-transfer,,https://www.reviewjournal.com/crime/shootings/prosecutor-suspect-in-las-vegas-cops-shooting-admitted-firing-gun-2044974/
,2019-08-21T00:00:00Z,Nevada,Las Vegas,Sunking St and Dole Ave,Injured,Detective Austin Bone,male,Police Self-transfer,,https://www.reviewjournal.com/crime/shootings/las-vegas-robbery-attempt-led-to-officer-shootings-police-say-1854999/
,2019-03-15T00:00:00Z,Nevada,Las Vegas,3600 S Las Vegas Blvd,Injured,Officer,male,Police Self-transfer,,https://news3lv.com/news/local/suspect-in-custody-after-shooting-at-las-vegas-strip-casino
Jessy,2022-10-13T00:00:00Z,Nevada,Las Vegas,800 block of E Flamingo Rd,Killed,Officer Truong Thai,male,Unknown,,https://abcnews.go.com/US/bodycam-footage-shows-shooting-killed-las-vegas-police/story?id=91662066
Jessy,2021-07-04T00:00:00Z,Nevada,Las Vegas,3333 Al Davis Way,Injured,Officer,male,Unknown,,https://www.reviewjournal.com/crime/shootings/man-28-faces-charges-after-officer-shot-at-allegiant-stadium-2392966/
Jessy,2021-07-04T00:00:00Z,Nevada,Las Vegas,3333 Al Davis Way,Injured,Sergeant Nolan Hamilton,male,Unknown,,https://www.reviewjournal.com/crime/shootings/man-28-faces-charges-after-officer-shot-at-allegiant-stadium-2392966/
Jessy,2019-03-06T00:00:00Z,Nevada,Las Vegas,5757 Wayne Newton Blvd,Injured,Officer,N/A,Unknown,,
Jessy,2024-02-02T00:00:00Z,Nevada,Las Vegas,N US-95 and E Charleston Blvd,Injured,Officer Nardone,male,Unknown,,
Jessy,2023-09-09T00:00:00Z,Nevada,Las Vegas,CC Rte 215 and Lone Mountain Rd,Injured,N/A,male,Unknown,,
Jessy,2023-03-08T00:00:00Z,California,Los Angeles,Mission Rd and N Broadway,Injured,K9 Officer,male,Ambulance,"""They were taken to the hospital by ambulances.""",https://www.latimes.com/california/story/2023-03-08/la-me-lincoln-heights-lapd-shooting
Jessy,2023-03-08T00:00:00Z,California,Los Angeles,Mission Rd and N Broadway,Injured,K9 Officer,male,Ambulance,"""They were taken to the hospital by ambulances.""",https://www.latimes.com/california/story/2023-03-08/la-me-lincoln-heights-lapd-shooting
Jessy,2023-03-08T00:00:00Z,California,Los Angeles,Mission Rd and N Broadway,Injured,K9 Officer,male,Ambulance,"""They were taken to the hospital by ambulances.""",https://www.latimes.com/california/story/2023-03-08/la-me-lincoln-heights-lapd-shooting
Jessy,2022-07-14T00:00:00Z,California,Los Angeles,N Fairfax Ave and Melrose Ave,Injured,Officer,N/A,Ambulance,"""Firefighters were dispatched at 7:03 p.m. to the 7800 block of Melrose and transported one patient, said Nicholas Prange, a Los Angeles Fire Department spokesperson.""",https://www.latimes.com/california/story/2022-07-14/lapd-shooting-fairfax-robbery-suspects-officer-injured
Jessy,2021-10-14T00:00:00Z,California,Los Angeles,Central Ave and 28th St,Injured,N/A,male,Ambulance,"""Paramedics treated him and took him to Los Angeles County-USC Medical Center, Marino said.""",https://mynewsla.com/crime/2021/10/14/lapd-officer-shot-and-wounded-in-south-l-a-area-possible-suspect-in-custody-3/
Jessy,2021-03-16T00:00:00Z,California,Los Angeles,1000 block of W 21st St,Injured,N/A,male,Ambulance,Video timestamp 1:46; the officer was loaded on to the ambulance.,https://ktla.com/news/local-news/2-hospitalized-after-police-shooting-during-swat-incident-in-university-park/
Jessy,2019-04-20T00:00:00Z,California,Los Angeles,5152 Long Beach Ave,Injured,Officer,N/A,Ambulance,"Video timestamp 1:18; the narrator said ""RA is rescure ambulance. Both the officer and the suspect were rushed to the hospital."" Suggests that an ambulance was called.",https://www.nbclosangeles.com/news/new-video-of-lapd-gun-battle-in-south-los-angeles-released/162053/
Jessy,2018-08-07T00:00:00Z,California,Los Angeles,41st Pl and Central Ave,Injured,Agent,male,Ambulance,"""The FBI agent was transported by the LAFD to a local hospital where he received medical treatment.""",https://www.lapdonline.org/newsroom/officer-involved-shooting-with-murder-suspect-in-newton-division-nrf049-18ma/
Jessy,2018-07-27T00:00:00Z,California,Los Angeles,Plummer St and Noble Ave,Injured,Officer,female,Ambulance,Video timestamp 0:00 and 1:22; shows ambulance at the scene. The officer who was hit was female and the ambulance shows a female on the stretcher.,https://www.nbclosangeles.com/news/lapd-officer-shot/176971/
Jessy,2023-11-07T00:00:00Z,California,Los Angeles,N/A,Killed,Deputy Arturo Atilano-Valadez,male,Others,Suicide,https://2urbangirls.com/2023/11/authorities-id-4th-sheriffs-employee-to-die-by-suicide-nov-7/
Jessy,2019-07-27T00:00:00Z,California,Los Angeles,Avenue 26 and Humboldt St,Killed,Officer Juan Jose Diaz,male,Others,Died on the scene,https://www.nbclosangeles.com/news/off-duty-lapd-officer-killed-los-angeles-police/78570/
Jessy,2022-06-13T00:00:00Z,California,Los Angeles,4533 Laurel Canyon Blvd,Injured,CHP Officer,male,Ambulance,The Los Angeles Fire Department took the critically-wounded officer to Cedars-Sinai Medical Center for treatment.,https://www.cbsnews.com/losangeles/news/chp-officer-shot-during-traffic-stop-taken-to-hospital/
Jessy,2022-01-10T00:00:00Z,California,Los Angeles,8700 block of Beach St,Killed,Officer Fernando Arroyos,male,Police Self-transfer,"""Deputies from the Century Station responded to the location and transported the victim in their patrol car to a local area hospital where he was pronounced deceased."" The victim in this quote refers to the officer shot.",https://mynewsla.com/crime/2022/01/11/off-duty-lapd-officer-shot-and-killed-suspects-sought-2/
Jessy,2020-10-02T00:00:00Z,California,Los Angeles,1310 W Imperial Hwy,Injured,Deputy,female,Police Self-transfer,Video timestamp 0:15; the officer is scene being helped out of the police vehicle on to a stretcher.,https://ktla.com/news/local-news/l-a-sheriffs-deputy-rushed-to-hospital-after-accidentally-shooting-herself-in-leg/
Jessy,2020-08-05T00:00:00Z,California,Los Angeles,1100 block of N Wilton Place,Injured,N/A,female,Unknown,Injured by his colleague by accident,https://mynewsla.com/crime/2020/08/05/lapd-officer-shot-in-arm-possibly-by-another-officer-in-hollywood/
Jessy,2020-06-01T00:00:00Z,California,Los Angeles,Vermont Ave and 22nd St,Injured,N/A,N/A,Ambulance,"""The wounded suspect was taken to a hospital by Los Angeles Fire Department paramedics with stable vital signs, police said."" LA Fire Department offers ambulance transports.",https://mynewsla.com/crime/2020/06/02/one-wounded-in-officer-involved-shooting-two-others-arrested/
Jessy,2018-09-24T00:00:00Z,California,Los Angeles,1000 block of De Garmo Dr,Injured,Deputy,male,Police Self-transfer,"""CHP officers transported our injured deputy to the hospital.”",https://www.presstelegram.com/2018/09/25/l-a-county-sheriffs-deputy-shot-and-injured/
Jessy,2020-05-31T00:00:00Z,California,Los Angeles,Lincoln Blvd and Machado St,Injured,N/A,female,Unknown,,https://www.lapdonline.org/newsroom/attempt-murder-on-a-police-officer-suspect-arrested-nr20121ml/
Jessy,2024-02-16T00:00:00Z,California,Los Angeles,13206 Paxton St,Injured,Officer,male,Unknown,The suspect was taken by LAFD. Unsure about the injured police.,https://www.youtube.com/watch?v=weeNU_BrrZ4
Jessy,2023-06-16T00:00:00Z,California,Los Angeles,1800 Academy Dr,Injured,Detective,male,Unknown,Accident. The detective was training in one lane at the shooting range about 8 p.m. when shrapnel from another lane struck him in the head.,https://www.yahoo.com/news/lapd-detective-hit-head-shrapnel-160311530.html
Jessy,2023-04-10T00:00:00Z,Kentucky,Louisville,333 E Main St,Injured,Officer,N/A,Ambulance,"""Officers and EMS treated victims at the scene of the shooting.""",https://abcnews.go.com/US/live-updates/active-shooter-louisville/?id=98470141#98478016
Jessy,2023-04-10T00:00:00Z,Kentucky,Louisville,333 E Main St,Injured,"Officer Cory ""CJ"" Galloway",male,Ambulance,"""Officers and EMS treated victims at the scene of the shooting.""",https://abcnews.go.com/US/live-updates/active-shooter-louisville/?id=98470141#98478016
Jessy,2023-04-10T00:00:00Z,Kentucky,Louisville,333 E Main St,Injured,Officer Nickolas Wilt,male,Ambulance,"""Officers and EMS treated victims at the scene of the shooting.""",https://abcnews.go.com/US/live-updates/active-shooter-louisville/?id=98470141#98478016
Jessy,2022-07-10T00:00:00Z,Kentucky,Louisville,4501 W Broadway,Injured,Officer,N/A,Ambulance,The suspect was given first aid until EMS arrived and took him to University Hospital. The injured officer was taken to the hospital for evaluation and was not seriously injured. But it was unclear how the injured officer was transported.,https://www.wave3.com/2022/07/11/officer-shot-shawnee-park-subject-shot-taken-hospital/
Jessy,2021-11-19T00:00:00Z,Kentucky,Louisville,I-264 and Dixie Hwy,Injured,Sgt. James Chris Lane,male,Ambulance,"At around 1:55 in this video, a white man can be seen unloaded from an ambulance and we know the victim and the suspect were both black. The only white person injured in this case is the police officer. But this is not definitive so we can discuss whether we should mark it as ambulance or unkown.",https://www.whas11.com/article/news/crime/deadly-shooting-construction-zone-worker-lmpd-officer-involved-shooting-louisville-kentucky/417-3bd4ddb6-52e4-4747-85b3-d3b9e7507861
Jessy,2021-08-05T00:00:00Z,Kentucky,Louisville,2618 Rockford Ln,Killed,Deputy Brandon Shirley,male,Ambulance,Third video at the 1 minute mark. Officer was rushed to the hospital by EMS personnels.,https://www.wave3.com/2021/08/05/lmpd-chief-off-duty-deputy-fatally-shot-was-targeted-ambushed/
Jessy,2020-09-23T00:00:00Z,Kentucky,Louisville,1st St and Broadway,Injured,Officer Aubrey Gregory,male,Ambulance,"Officers quickly approach an ambulance and apparently load an injured person into it, the video by CNN affiliate Spectrum News 1 Kentucky reporter Khyati Patel shows. The only two injured persons at the scene were these two officers. So this injured person should be one of the officer. Since multiple ambulances arrived the scene and two officers were shot in the same area. It makes senses to assume that the other officer is also transported by ambulance.",https://www.cnn.com/2020/09/24/us/larynzo-johnson-louisville-police-shooting/index.html
Jessy,2020-09-23T00:00:00Z,Kentucky,Louisville,1st St and Broadway,Injured,Officer Robinson Desroches,male,Ambulance,"Officers quickly approach an ambulance and apparently load an injured person into it, the video by CNN affiliate Spectrum News 1 Kentucky reporter Khyati Patel shows. The only two injured persons at the scene were these two officers. So this injured person should be one of the officer. Since multiple ambulances arrived the scene and two officers were shot in the same area. It makes senses to assume that the other officer is also transported by ambulance.",https://www.cnn.com/2020/09/24/us/larynzo-johnson-louisville-police-shooting/index.html
Jessy,2020-05-19T00:00:00Z,Kentucky,Louisville,6900 block of Bardstown Rd,Injured,Officer Patrick Dahlgren,male,Ambulance,"At around 5:24, the injured officer can be heard speaking to his talkie, ""Start me an EMS. I got a shoulder wound.""",https://www.courier-journal.com/story/news/crime/2020/05/19/louisville-police-man-and-officer-shot-wounded-bardstown-road/5218860002/
Jessy,2021-09-08T00:00:00Z,Kentucky,Louisville,635 Industry Rd,Injured,Officer,male,Police Self-transfer,"At 0:34 in the video, the reporter said, ""we actually watched him arrive in an unmarked silver police truck.""",https://www.wave3.com/2021/09/08/lmpd-chief-officer-wounded-accidental-shooting-will-be-ok/
Jessy,2019-07-26T00:00:00Z,Kentucky,Louisville,36th St and W Broadway,Injured,Officer Noah Straman,male,Police Self-transfer,Rushed to the hospitla via police escort,https://www.gunviolencearchive.org/sites/default/files/source-screenshots/1458245-www.wave3.com-1565041505.png
Jessy,2024-01-31T00:00:00Z,Kentucky,Louisville,N/A,Killed,"Deputy Marion ""Scott"" Fawbush",male,Unknown,Accidental shooting.,https://www.wdrb.com/news/jefferson-county-sheriffs-deputy-dies-after-accidental-shooting-on-wednesday-police-say/article_b690d75e-c171-11ee-911e-77a3786346c9.html
Jessy,2020-03-13T00:00:00Z,Kentucky,Louisville,3003 Springfield Dr,Injured,Sgt. Jonathan Mattingly,male,Ambulance,"At Page 8, ""So, they get you in the gate, and they show you into the ambulance. (Inaudible). There’re some communication issues between you guys and the EMS personnel.""",https://www.naacpldf.org/wp-content/uploads/Transcription-of-BT-Sept.-21-4-.pdf
Jessy,2023-09-07T00:00:00Z,Kentucky,Louisville,4000 block of W Kentucky St,Injured,Officer Brandon Haley,male,Police Self-transfer,"In the first video, at 1:25, the narrator specifies that the officer was loaded on to a police vehicle then transported.",https://www.whas11.com/article/news/local/lmpd-louisville-police-officer-brandon-haley-shot-recovery-progress-chickasaw/417-a99d2e20-8faf-472e-82b8-94acfa834a7e
Jessy,2023-03-10T00:00:00Z,Kentucky,Louisville,4201 Algonquin Pkwy,Injured,Officer Recruit,male,Others,Taken to hospital as a precaution but the officer did not suffer from penetrative injuries (shot in the bullet vest).,https://www.wlky.com/article/lmpd-recruit-hospital-shot-training-instructor-louisville/43277011#
Jessy,2023-03-30T00:00:00Z,Tennessee,Memphis,1200 block of E Raines Rd,Injured,Officer,N/A,Ambulance,"First video at 1:01, reporter mentioned the ambulances carrying the officers",https://www.actionnews5.com/2023/03/31/massive-police-presence-causes-traffic-delay-whitehaven/
Jessy,2023-03-30T00:00:00Z,Tennessee,Memphis,1200 block of E Raines Rd,Injured,Officer,N/A,Ambulance,"First video at 1:01, reporter mentioned the ambulances carrying the officers",https://www.actionnews5.com/2023/03/31/massive-police-presence-causes-traffic-delay-whitehaven/
Jessy,2023-02-02T00:00:00Z,Tennessee,Memphis,5094 Poplar Ave,Killed,Officer Geoffrey Redd,male,Ambulance,"In the first video at 1:38, the officer was seen on a stretcher being pulled out of the ambulance. In another video (https://www.nbcnews.com/news/memphis-police-officer-dies-shot-library-earlier-month-rcna71386), we can a clearer view of the officer on the stretcher.",https://www.actionnews5.com/2023/02/02/mpd-officer-injured-1-dead-shooting-white-station-library/
Jessy,2022-12-05T00:00:00Z,Tennessee,Memphis,4161 Winchester Rd,Injured,Officer,N/A,Ambulance,"In the first video at 0:37, the reporter stated the passenger of the ambulance is a critically injured officer.",https://wreg.com/news/local/memphis-police-officer-shot-on-winchester-road/
Jessy,2022-08-31T00:00:00Z,Tennessee,Memphis,W Van Huesen Dr and Deneen Dr,Injured,Officer Jesse Acosta,male,Police Self-transfer,"In the second video at 0:51, the comissioner stated that the officer was brought to the hospital in a police vehicle.",https://www.actionnews5.com/2022/08/31/mpd-officer-shot-whitehaven/
Jessy,2022-07-09T00:00:00Z,Tennessee,Memphis,5932 Hickory Hill Square,Injured,Officer,N/A,Ambulance,"""An officer on the scene applied a tourniquet to the injured officer's wound until paramedics arrived and the injured officer was taken to Regional One Hospital in critical condition, a release said.""",https://www.fox13memphis.com/news/man-faces-attempted-murder-charges-after-mpd-officer-shot-in-hickory-hill-records-show/article_f81b5c7f-157a-506c-8ead-6eaca9901ce9.html
Jessy,2021-12-16T00:00:00Z,Tennessee,Memphis,I-55 and W McLemore Ave,Injured,Trooper Spencer Morris,male,Ambulance,"""Trooper Morris moved his patrol car to the roadside and at a safe distance exited his vehicle to take-up a defensive position. Quickly local police officers joined Trooper Morris, along with paramedics, who extracted him from the scene, moving the wounded trooper to a nearby hospital where doctors determined the wound was non-life threatening.""",https://www.dps.arkansas.gov/news/arkansas-trooper-morris-named-national-trooper-of-the-year/
Jessy,2021-05-25T00:00:00Z,Tennessee,Memphis,W Mallory Ave and Riverport Rd,Injured,Officer Roy Hurst,male,Ambulance,"""FOX13 was the only station at Regional One Hospital when Hurst was brought in by ambulance.""",https://www.fox13memphis.com/news/suspect-arrested-in-officer-involved-shooting-booked-into-arkansas-jail-officials-say/article_f92dc0d8-13df-5312-af0d-c81eaf6a75d7.html
Jessy,2018-10-17T00:00:00Z,Tennessee,Memphis,2774 S Mendenhall Rd,Injured,Officer,N/A,Ambulance,"Page 77, ""at the same time, I saw the suspect on the ground. I saw Deputy XXX in the ambulance and I followed it to Regional One Health.""",https://www.dropbox.com/scl/fo/0uikulcsqpebik7ukpl7e/AN4pYGCAIcmq966_CQ0UW9c?dl=0&e=2&preview=ME-5U-000012_Redacted.pdf&rlkey=j58jo302p6xph2nffmw1ix87n
Jessy,2024-03-08T00:00:00Z,Tennessee,Memphis,I-240 and S Pkwy E,Injured,II Lieutenant Bobby Johnson,male,Ambulance,"""We want to thank the Memphis Fire Department and the team at Regional One Hospital for their quick response and care of our injured officer""",https://twitter.com/MEM_PoliceDept/status/1766289384075129167/photo/2
Jessy,2021-05-07T00:00:00Z,Tennessee,Memphis,Leath St and Peach Ave,Injured,Agent,N/A,Ambulance,"At 0:41 in the second video, police were seen carrying out evidences from the black truck which is believed to be the vehicle that transported the injured officers to the hospitals. And in the second link, we can see that the vehicle that injured officers were in when shot was a white vehicle. However, in the third link we can see, it stated ""Medics then transported them to the hospital non-life-threatening injuries.""",https://wreg.com/news/atf-investigating-possible-shooting-in-north-memphis/; https://www.localmemphis.com/article/news/local/massive-law-enforcement-presence-in-north-memphis-for-shooting-incident/522-e3372705-6a19-4369-bb08-7d013a33ae5c; https://www.localmemphis.com/article/news/local/massive-law-enforcement-presence-in-north-memphis-for-shooting-incident/522-e3372705-6a19-4369-bb08-7d013a33ae5c
Jessy,2021-05-07T00:00:00Z,Tennessee,Memphis,Leath St and Peach Ave,Injured,Officer,N/A,Ambulance,"At 0:41 in the second video, police were seen carrying out evidences from the black truck which is believed to be the vehicle that transported the injured officers to the hospitals. And in the second link, we can see that the vehicle that injured officers were in when shot was a white vehicle. However, in the third link we can see, it stated ""Medics then transported them to the hospital non-life-threatening injuries.""",https://wreg.com/news/atf-investigating-possible-shooting-in-north-memphis/; https://www.localmemphis.com/article/news/local/massive-law-enforcement-presence-in-north-memphis-for-shooting-incident/522-e3372705-6a19-4369-bb08-7d013a33ae5c; https://www.localmemphis.com/article/news/local/massive-law-enforcement-presence-in-north-memphis-for-shooting-incident/522-e3372705-6a19-4369-bb08-7d013a33ae5c
Jessy,2019-09-18T00:00:00Z,Tennessee,Memphis,1230 Haven Cir N,Injured,Deputy Josh Fox,N/A,Police Self-transfer,Police asked a private vehicle to transfer the shot police as the condition was too critical and he could not wait for an ambulance.,https://www.actionnews5.com/2019/09/19/suspect-dead-deputies-recovering-after-attempting-serve-warrant/
Jessy,2024-04-12T00:00:00Z,Tennessee,Memphis,Horn Lake Rd and Charter Ave,Injured,Officer,N/A,Ambulance,"Because Officer McKinney was taken by ambulance, it stands to reason that one other officer, taken to the hospital, may also be taken by an ambulance. On top of that, there were multiple ambulances leaving the scene altogether. And both police and both suspects were taken to the same hospital.",https://wreg.com/news/local/two-memphis-police-officers-shot-rushed-to-hospital/
Jessy,2024-04-12T00:00:00Z,Tennessee,Memphis,Horn Lake Rd and Charter Ave,Killed,Officer Joseph McKinney,male,Ambulance,"Killed by friendly fire. Near the beginning of the first video on top of the page, the reporter said, ""a trail of memephis police officer and multiple ambulances leave the area, ..., one of the them was carrying Officer Joseph McKinney.""",https://wreg.com/news/local/two-memphis-police-officers-shot-rushed-to-hospital/
Jessy,2024-04-12T00:00:00Z,Tennessee,Memphis,Horn Lake Rd and Charter Ave,Injured,Officer,N/A,Others,"""A third officer who was grazed by gunfire was treated at the scene.""",https://wreg.com/news/local/two-memphis-police-officers-shot-rushed-to-hospital/
Jessy,2023-04-19T00:00:00Z,Tennessee,Memphis,2800 block of Vayu Dr,Injured,Officer,N/A,Unknown,,https://www.actionnews5.com/2023/04/19/mpd-officer-shot-after-attempting-make-arrest/
Jessy,2021-09-16T00:00:00Z,Tennessee,Memphis,2134 Ptarmigan Trail,Injured,N/A,N/A,Unknown,,https://www.actionnews5.com/2021/09/16/sheriffs-office-scene-active-barricade/
Jessy,2020-11-27T00:00:00Z,Tennessee,Memphis,Winchester Rd and Ridgeway Rd,Injured,N/A,N/A,Unknown,,https://wreg.com/news/sheriffs-office-says-deputy-injured-after-hickory-hill-shooting/
Jessy,2023-09-20T00:00:00Z,Tennessee,Memphis,6188 Ashton Rd,Injured,N/A,N/A,Unknown,,https://www.youtube.com/watch?v=Cp1q95Vbk5Q
Jessy,2022-10-19T00:00:00Z,Florida,Miami,17601 SW 8th St,Killed,Officer Jorge Arias,male,Others,Airlifted to the hospital by the fire department.,https://wsvn.com/news/local/miami-dade/cbp-officer-dead-after-shooting-incident-at-west-miami-dade-gun-range-procession-held-from-jmh/
Jessy,2020-08-01T00:00:00Z,Florida,Miami,SW 255th St and 147th Ave,Injured,N/A,male,Others,"The officer shot was not injured. ""When they did, police say the man shot at them, striking one officer on his ballistic vest.""",https://www.cbsnews.com/miami/news/north-carolina-fugitive-killed-in-police-involved-shooting-in-south-dade/
Jessy,2019-09-29T00:00:00Z,Florida,Miami,8960 SW 122nd Ave,Injured,Officer,N/A,Others,"""A police officer was grazed by a bullet in the torso and was treated at the scene.""",https://wsvn.com/news/local/man-dies-after-standoff-with-police-at-kendall-apartment-complex/
Jessy,2019-09-10T00:00:00Z,Florida,Miami,8000 Block of SW 89th Terrace,Injured,N/A,N/A,Others,Treated at the scene by Miami-Dade Fire Rescue. They did not need to be taken to the hospital and are expected to be OK.,https://wsvn.com/news/local/gunman-charged-in-sw-miami-dade-shooting-that-injured-3-mdpd-officers/
Jessy,2019-09-10T00:00:00Z,Florida,Miami,8000 Block of SW 89th Terrace,Injured,N/A,N/A,Others,Treated at the scene by Miami-Dade Fire Rescue. They did not need to be taken to the hospital and are expected to be OK.,https://wsvn.com/news/local/gunman-charged-in-sw-miami-dade-shooting-that-injured-3-mdpd-officers/
